domain,url_length,url_shortserv,url_@_present,url_spec_char_count,sec_words_present,digit_count,http_count,url_dot_count,dom_hyphen_count,ip_present,url_dom_prefix,url_subdom_count,url_redirect,url_exe_present,dom_age,dom_reg,dns_record,web_traffic,page_ranking,google_index,label
merriam-webster.com,0,0,0,5,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
greenearthadvisory.in,1,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
wisegeek.org,0,0,0,4,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0
saint-juste.narod.ru,0,0,0,3,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0
mail-ionos.maleessentialproducts.com,0,0,0,5,2,0,0,1,0,0,1,1,0,0,1,1,0,1,0,0,1
gdfllstrysdhf.com,1,0,0,13,0,43,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1
baj-pendoli-italia.it,0,0,0,4,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0
hornguys.com,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
mucins.weebly.com,0,0,0,4,0,2,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
veranda.com,1,0,0,8,0,4,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
appupdatesecurehalifaxonlineappupdate-verification.empastesanabalon.cl,1,0,0,4,2,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,1
timewarnercable.com,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
vieuxshack.com,1,0,0,16,2,82,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
en.academic.ru,0,0,0,6,0,5,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0
en.wikipedia.org,0,0,0,6,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
ajilon.com,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
linktr.ee,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
messagerievocale0p.wixsite.com,0,0,0,4,1,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1
spk-hauptfiliale.de,0,0,0,4,0,23,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1
einstein.stanford.edu,0,0,0,6,0,3,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0
solitariospider.es,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
encyclo.co.uk,0,0,0,4,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0
carrierlookup.com,0,0,0,4,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
en.wikipedia.org,0,0,0,6,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
rentcafe.com,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
signin.eday.co.uk.ws.eayisapi.dllsigninusingssl.x3kv5ih4eztuygpnik3rbojeqzos2c.portondeguadarrama.com,1,0,0,4,2,5,0,1,0,0,0,1,0,0,1,1,0,1,0,0,1
removepayee032.com,0,0,0,4,0,3,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1
stackoverflow.com,0,0,0,6,1,7,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
esncirclesmarch.com,1,0,0,8,1,22,0,1,1,0,0,0,0,0,1,1,0,1,0,0,1
goalatogames.play-minigames.com,0,0,0,6,1,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,1
pacom.com,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
infosecwriters.com,1,0,0,8,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
xeberler.az,0,0,0,5,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
clouddoc-authorize.firebaseapp.com,0,0,0,4,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,1
diyaudioprojects.com,0,0,0,6,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0
myflagstaffpainter.com,0,0,0,8,1,6,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1
store.pariyatti.org,1,0,0,6,0,4,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
orlomalturt.tk,0,0,0,4,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1
sparkasse-nea.de,0,0,0,5,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0
ungerandkowitt.com,0,1,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
disabilitysecrets.com,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
sourceforge.net,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
philedmonds.com,1,0,0,7,0,6,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
tumblr.com,1,0,0,6,1,4,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0
nach-dem-abitur.de,0,0,0,4,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0
gnxsolutions.com,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
firebasestorage.googleapis.com,1,1,1,13,3,25,0,1,1,0,0,1,0,0,1,1,1,1,0,0,1
express.co.uk,1,0,0,7,1,6,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
secure.runascape.com-vzla.ru,1,0,0,6,2,21,0,0,0,0,1,1,0,0,1,1,0,1,0,0,1
newrecipient-authorisation.com,0,0,0,4,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1
190.115.21.6,0,0,0,4,1,9,0,1,0,0,0,1,0,0,1,1,0,1,0,0,1
todayif.com,0,0,0,5,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1
hotplanber.com,0,1,1,6,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1
bhphotovideo.com,1,0,0,12,0,10,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
autoblog.com,0,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
hdofasheville.com,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
irsogov.com,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1
praxis-pruem.de,0,0,0,4,2,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,1
facealert.fr,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1
removepayee-auth.net,0,0,0,4,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1
milhas-itau24hrs.com,0,0,0,4,0,2,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1
guidebattleground.com,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1
mail.lloyduk-secure-device.com,0,0,0,4,2,0,0,0,1,0,1,1,0,0,1,1,0,1,0,0,1
cemlonline.com.ar,0,0,0,8,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1
3ca.re,0,0,0,4,0,4,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1
yelp.com,0,0,0,5,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
igvc.link,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1
repositories.lib.utexas.edu,1,0,0,10,0,14,0,1,1,0,0,1,0,0,1,1,0,1,0,0,0
vanprint.am,1,0,0,15,2,84,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1
pl.bitcoin-now.tiptopko5.com,0,0,0,4,0,1,0,0,0,0,1,1,0,0,1,1,0,1,0,0,1
analytics-ninja.com,0,0,0,4,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
dhl-prcel1.ishoripokhrel.com.np,0,0,0,5,0,4,0,0,0,0,1,1,0,0,1,1,0,1,0,0,1
cyclicdesign.com,0,0,0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
popmech.ru,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
ajc.com,1,0,0,8,0,4,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
clouddoc-authorize.firebaseapp.com,0,0,0,5,0,0,0,1,0,0,1,1,0,0,1,1,1,1,0,0,1
biostars.org,0,0,0,6,0,5,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
securityxploded.com,0,0,0,4,2,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
smbc-ccrd.cc,0,0,0,4,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1
gethalloweeks.com,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1
giesswein.com,0,0,0,4,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
webactivemailb.weebly.com,0,0,0,4,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1
theswiftcodes.com,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
cherrybrook.com,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
lifehacker.com,1,0,0,5,0,7,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
updated-billing.com,0,0,0,4,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1
theselfsufficientliving.com,1,0,0,5,0,2,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
nocontent-gyuenowf.velocityhub.com,1,0,0,6,0,19,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1
itaucartaodecredito.com,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1
dictionary.com,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
heroes-fansubs.blogspot.com,0,1,0,3,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0
youtube.com,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
journaldev.com,0,0,0,5,0,4,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
fugas.cl,0,0,0,7,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1
newrafa.rafaah.net,0,0,0,5,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
clinicaplanas.com,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
recipecommunity.co.uk,0,0,0,4,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0
turkaramamotoru.com,1,0,0,5,0,5,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
cityschools2013-my.sharepoint.com,1,1,0,22,3,65,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1
pillbiz.devprojeto.com.br,1,0,1,5,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,1
ee-billingupdateinfo.net,1,0,0,8,2,22,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1
ceofloral.com,1,0,0,10,4,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1
redeg7.com.br,1,0,0,8,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1
doclab-console-auth.firebaseapp.com,0,0,0,4,0,0,0,0,1,0,1,1,0,0,1,1,1,1,0,0,1
st-clemens.dk,0,0,0,6,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0
mygolfspy.com,0,0,0,5,0,2,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0
getandroidstuff.com,0,0,0,5,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
advance-africa.com,0,0,0,4,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0
indexsignal.com,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
iptvultra.com,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
clouddoc-authorize.firebaseapp.com,0,0,0,5,0,0,0,1,0,0,1,1,0,0,1,1,1,1,0,0,1
bandaacehkota.go.id,0,0,0,3,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
nytimes.com,0,0,0,8,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
ping.eu,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
comparebroadband.com.au,0,0,0,6,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0
signin.ebay.de.ws.ebayisapi.appcheck.com.au,1,0,0,5,2,0,0,1,1,0,0,1,0,0,1,1,0,1,0,0,1
en.wikipedia.org,0,0,0,7,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
junomailservicgbjhjgfhbkfbgfjg.weebly.com,0,0,0,3,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1
oshwa.org,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
en.wikipedia.org,0,0,0,6,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
7ajah.com,1,0,0,5,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1
publishing.cdlib.org,1,0,0,9,1,4,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
beta.znipe.tv,0,0,0,4,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
my-taxrebate.com,0,0,0,4,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1
secured-mypayee.com,0,0,0,4,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1
tabloid.one,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
bit.ly,0,1,0,4,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
linktr.ee,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
surveylegend.com,0,0,0,5,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1
newdiagnostics.ua,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
experttabletennis.com,0,0,0,5,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
rogerebert.com,0,1,0,5,0,4,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
hunterpowersport.com,0,1,0,7,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1
quiluc.com.vn,0,0,0,3,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0
authenticate-newpayee.live,0,0,0,5,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1
likewap.top,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
groupwhatsappbokpjojn.jetos.com,0,0,0,4,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1
simp.ly,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1
d3wheels.com,0,0,0,4,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
sparka-secu17.xyz,1,0,0,11,0,9,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1
europemax.in,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1
43-245-61-213.cprapid.com,0,0,0,4,0,11,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1
resetting-device.com,0,0,0,4,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1
dpd-shipping.com,0,0,0,4,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1
norberto68.wordpress.com,0,0,0,4,1,2,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
community.cartalk.com,0,0,0,6,1,5,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
blogs.edweek.org,1,0,0,24,2,8,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
settingfb701.wixsite.com,0,0,0,4,0,3,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1
xj3pr.mjt.lu,1,0,0,9,0,16,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1
impotspublicservice.com,0,0,0,4,0,22,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1
therightnote.com.au,0,0,0,4,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0
natwest.personal-login-online.com,0,0,0,4,1,0,0,0,1,0,1,1,0,0,1,1,0,1,0,0,1
lloydsbank.personal-login-secure-payee.com,0,0,0,4,3,0,0,0,1,0,1,1,0,0,1,1,0,1,0,0,1
personal-directpayee.com,0,0,0,4,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1
alhsgov.weebly.com,0,0,0,10,0,12,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
has-failed.com,0,0,0,7,1,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0,1
edtech.mybusybee.net,0,0,1,6,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1
nintendo.wikia.com,0,0,0,6,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
seasons16.com,0,0,0,4,0,2,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1
mobile-portail.live,0,0,0,8,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1
lloydsbank.online-auth-verify-secure.com,0,0,0,4,2,0,0,0,1,0,1,1,0,0,1,1,0,1,0,0,1
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
360.ru:80,0,0,0,5,0,5,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
colognehotel.net,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
golfdiscount.com,0,1,0,4,0,2,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
netflix-jp-accounts-secure01.cc,0,0,0,8,3,3,0,0,1,0,1,0,0,0,1,1,0,1,0,0,1
soportebn.digital,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1
senso-ji.jp,0,0,0,4,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0
dodcio.defense.gov,0,0,0,5,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0
caixasegurossl.com,0,0,0,4,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1
facebook.com,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
couponchaska.com,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
iflix.top,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
makeuseof.com,0,0,0,6,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0
carmenlafox.tumblr.com,0,0,0,7,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
corvusstone.com,0,0,0,6,1,4,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1
timesclub.jp,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
83.136.219.47,0,0,0,6,0,10,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1
gayhotmovies.com,0,0,0,7,0,4,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
cheshirecommunityfoundation.org.uk,0,0,0,4,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1
vieuxshack.com,1,0,0,16,2,99,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
flixpassed.com,0,0,0,5,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1
jwesleybush.com,1,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
zonasegura-zdemovilapp.com,0,0,0,6,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1
phoenix.org.uk,0,0,0,4,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
darrellrussell.net,0,0,1,8,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
billing-eenetwork.com,0,0,0,4,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,1
guanajuatocapital.gob.mx,0,0,0,3,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0
ppds.anestesi.ulm.ac.id,0,0,0,7,1,0,0,1,1,0,0,1,0,0,1,1,0,1,0,0,1
hd-bits.com,0,0,0,4,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0
confirm-mynew-transactions.com,0,0,0,4,1,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,1
auh.dk,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
ncomputing.com,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
bit.ly,0,1,0,4,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
ataka.bg,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
hyperride.co.nz,0,0,0,4,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0
relatedpainter.com,0,0,0,8,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1
academicxpert.com,0,1,0,9,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1
mobile-verify.services,0,0,0,5,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1
promehedinti.ro,0,0,0,10,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1
simulatelive.com,1,0,0,6,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
haliuk-secure-device.com,0,0,0,4,1,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,1
jazzin.london,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
tldp.org,0,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
publicdomainsherpa.com,0,0,0,4,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
tvtropes.org,0,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
bodyperceptions.com.au,1,0,0,16,3,68,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1
rathena.org,1,0,0,7,0,5,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
ebay.itm.com.pay.top.6486387.xyz,1,0,0,10,1,47,0,1,1,0,0,1,0,0,1,1,0,1,0,0,1
ebaycupays.temp.swtest.ru,0,0,0,8,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1
yourdictionary.com,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
nirvanacompass.com,1,0,0,18,2,26,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1
disetabne.files.wordpress.com,1,0,0,6,1,7,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0
w3schools.com,0,0,0,7,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
suedstrahl.de,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
msdwt-org.ml,0,0,0,6,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1
techterms.com,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
linktr.ee,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
quikset.cz,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
viipxhotx.com,0,1,0,4,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1
viralzone.expasy.org,0,0,0,4,0,4,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
dictionary.babylon-software.com,0,0,0,5,0,2,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0
natwest-verify.net,0,0,0,4,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1
corvusstone.com,0,0,0,7,1,4,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1
thehiphoppublicist.com,0,1,0,6,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1
conservapedia.com,0,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
cosplayc.com,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
connectify.me,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
maicoin-wallet.000webhostapp.com,0,0,0,4,0,3,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1
cherrymx.de,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
gvltec.edu,0,0,0,7,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
shwapno.com,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
ahmeyaked.000webhostapp.com,0,0,0,4,0,3,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1
spk-hauptfiliale.de,0,0,0,4,0,21,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1
piano-play-it.com,0,1,0,4,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0
ijtte.com,1,0,0,8,0,28,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0
18canlisohbet.xyz,0,0,0,4,0,3,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1
lavozdeplasencia.blogspot.com,0,1,0,4,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0
fernstudi.net,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
implan.com,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
youngpussypic.com,0,0,0,4,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
flacland.com,1,0,0,11,0,4,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1
thietbihantbt.com,1,1,0,10,0,36,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1
lloyduk-unpair-device.com,0,0,0,4,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,1
dictionary.sensagent.com,0,1,0,6,0,4,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
c1christine.tjelmeland2e.cso.gov.tt,0,0,0,5,0,2,0,1,0,0,0,1,0,0,1,1,0,1,0,0,1
epaymentsisp.com,1,0,0,9,0,19,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1
bit.ly,0,1,0,4,0,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
graphic-design-employment.com,0,1,0,4,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0
0utlo0ksoffice365.myvnc.com,0,0,0,5,0,5,0,0,0,0,0,1,0,0,1,1,1,1,0,0,1
religion.wikia.com,0,0,0,7,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
esen.tn,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
leyendas.gob.pe,0,0,0,4,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0
luckyspin01.com,0,0,0,4,0,2,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1
larapedia.com,1,0,0,15,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
clouddoc-authorize.firebaseapp.com,0,0,0,5,0,0,0,1,0,0,1,1,0,0,1,1,1,1,0,0,1
thehut.com,0,1,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
verify-new-deivce.com,0,0,0,4,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,1
senuke.com,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
goaarogya.com,1,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
reference.com,1,0,0,5,1,8,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
